Well_Completion_BID,Fluid_Prod_m3,Gas_Prod_m3,End_Month_Date,Prod_Month_Count,Pool_Code,Pool_Long_Name
SK WI 131080203429W300,137,0,6/30/2001 0:00,1,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,71,0,7/31/2001 0:00,2,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,55.1,0,8/31/2001 0:00,3,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,50.1,0,9/30/2001 0:00,4,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,57.9,0,10/31/2001 0:00,5,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,58.6,0,11/30/2001 0:00,6,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,50.8,0,12/31/2001 0:00,7,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,58,0,1/31/2002 0:00,8,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,45,0,2/28/2002 0:00,9,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,56,0,3/31/2002 0:00,10,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,44,0,4/30/2002 0:00,11,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,66.2,0,5/31/2002 0:00,12,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,58,0,6/30/2002 0:00,13,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,50.6,0,7/31/2002 0:00,14,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,51,0,8/31/2002 0:00,15,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,52,0,9/30/2002 0:00,16,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,47,0,10/31/2002 0:00,17,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,42,0,11/30/2002 0:00,18,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,50.8,0,12/31/2002 0:00,19,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,49,0,1/31/2003 0:00,20,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,38.6,0,2/28/2003 0:00,21,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,49.5,0,3/31/2003 0:00,22,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,45,0,4/30/2003 0:00,23,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,43.6,0,5/31/2003 0:00,24,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,43,0,6/30/2003 0:00,25,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,43.2,0,7/31/2003 0:00,26,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,41,0,8/31/2003 0:00,27,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,42,0,9/30/2003 0:00,28,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,43.6,0,10/31/2003 0:00,29,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,43.8,0,11/30/2003 0:00,30,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,46,0,12/31/2003 0:00,31,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,41.3,0,1/31/2004 0:00,32,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,39.8,0,2/29/2004 0:00,33,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,13.1,0,3/31/2004 0:00,34,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,70,0,5/31/2004 0:00,35,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,58.3,0,7/31/2004 0:00,36,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,79.1,0,9/30/2004 0:00,37,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,58.1,0,10/31/2004 0:00,38,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,0,0,11/30/2004 0:00,39,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,51.6,0,12/31/2004 0:00,40,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,0,0,1/31/2005 0:00,41,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,60.1,0,2/28/2005 0:00,42,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,39.7,0,3/31/2005 0:00,43,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,50,0,4/30/2005 0:00,44,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,0,0,5/31/2005 0:00,45,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,60.6,0,6/30/2005 0:00,46,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,60.8,0,8/31/2005 0:00,47,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,60.2,0,9/30/2005 0:00,48,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,60.5,0,11/30/2005 0:00,49,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,61.7,0,1/31/2006 0:00,50,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,61.1,0,2/28/2006 0:00,51,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,59.4,0,5/31/2006 0:00,52,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,61.2,0,6/30/2006 0:00,53,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,65.2,0,8/31/2006 0:00,54,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,45.4,0,10/31/2006 0:00,55,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,5,0,11/30/2006 0:00,56,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,62.7,0,12/31/2006 0:00,57,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,31,0,2/28/2007 0:00,58,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,59.8,0,3/31/2007 0:00,59,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,51.6,0,5/31/2007 0:00,60,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,20,0,6/30/2007 0:00,61,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,52.9,0,7/31/2007 0:00,62,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,53.5,0,8/31/2007 0:00,63,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,0,0,9/30/2007 0:00,64,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,61.3,0,10/31/2007 0:00,65,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,60,0,12/31/2007 0:00,66,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,30.4,0,2/29/2008 0:00,67,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,55.3,0,3/31/2008 0:00,68,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,58.3,0,5/31/2008 0:00,69,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,59.6,0,6/30/2008 0:00,70,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,0,0,7/31/2008 0:00,71,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,61.2,0,8/31/2008 0:00,72,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,60.1,0,9/30/2008 0:00,73,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,61,0,11/30/2008 0:00,74,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,28.8,0,12/31/2008 0:00,75,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,1,0,3/31/2009 0:00,76,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,28,0,4/30/2009 0:00,77,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,21,0,5/31/2009 0:00,78,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,91,0,9/30/2009 0:00,79,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,118,0,10/31/2009 0:00,80,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,125,0,11/30/2009 0:00,81,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,35,0,12/31/2009 0:00,82,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,41,11000,1/31/2010 0:00,83,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,20,3300,2/28/2010 0:00,84,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,100,5300,3/31/2010 0:00,85,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,133.5,5400,4/30/2010 0:00,86,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,50,4200,5/31/2010 0:00,87,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,75,4300,6/30/2010 0:00,88,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,50,4100,7/31/2010 0:00,89,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,75,4900,8/31/2010 0:00,90,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,50,3000,9/30/2010 0:00,91,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,18.8,2300,10/31/2010 0:00,92,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,25,2700,11/30/2010 0:00,93,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,88,3900,12/31/2010 0:00,94,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,64,4300,1/31/2011 0:00,95,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,66,3600,2/28/2011 0:00,96,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,51,2400,3/31/2011 0:00,97,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,65,3600,4/30/2011 0:00,98,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,32,3800,5/31/2011 0:00,99,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,122.7,1000,6/30/2011 0:00,1,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,62,3800,6/30/2011 0:00,100,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,202.9,0,7/31/2011 0:00,2,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,63,26300,7/31/2011 0:00,101,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,458.6,1000,8/31/2011 0:00,3,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,50,25400,8/31/2011 0:00,102,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,676.9,1500,9/30/2011 0:00,4,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,50.1,23000,9/30/2011 0:00,103,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,651.6,1400,10/31/2011 0:00,5,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,51,23100,10/31/2011 0:00,104,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,667.4,1500,11/30/2011 0:00,6,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,12,15200,11/30/2011 0:00,105,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,699,0,12/31/2011 0:00,7,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,39,18500,12/31/2011 0:00,106,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,339,0,1/31/2012 0:00,8,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,63,29600,1/31/2012 0:00,107,441437,Bakken Sand (Misc Area 2)
SK WI 131080203429W300,60,27600,2/29/2012 0:00,108,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,642.3,0,3/31/2012 0:00,9,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,42,25900,3/31/2012 0:00,109,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,873.9,3200,4/30/2012 0:00,10,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,40,20400,4/30/2012 0:00,110,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,740.8,800,5/31/2012 0:00,11,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,12,11100,5/31/2012 0:00,111,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,897.1,400,6/30/2012 0:00,12,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,55,17500,6/30/2012 0:00,112,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,772.7,5400,7/31/2012 0:00,13,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,54.9,31500,7/31/2012 0:00,113,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,774.5,8600,8/31/2012 0:00,14,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,56,35400,8/31/2012 0:00,114,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,745.7,14800,9/30/2012 0:00,15,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,30,34300,9/30/2012 0:00,115,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,840.7,18600,10/31/2012 0:00,16,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,58,36000,10/31/2012 0:00,116,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,540.4,12200,11/30/2012 0:00,17,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,30,28900,11/30/2012 0:00,117,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,815.5,17000,12/31/2012 0:00,18,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,66,34900,12/31/2012 0:00,118,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,396.6,12400,1/31/2013 0:00,19,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,31,29100,1/31/2013 0:00,119,441437,Bakken Sand (Misc Area 2)
SK WI 121052000102W202,553.3,14400,2/28/2013 0:00,20,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,0,17100,2/28/2013 0:00,120,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,157.6,0,2/28/2013 0:00,1,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,316.4,5200,3/31/2013 0:00,21,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,46.2,37800,3/31/2013 0:00,121,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,1210.7,0,3/31/2013 0:00,2,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,564.2,9400,4/30/2013 0:00,22,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,48.3,25500,4/30/2013 0:00,122,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,1822.4,68500,4/30/2013 0:00,3,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,589.1,13100,5/31/2013 0:00,23,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,30,28900,5/31/2013 0:00,123,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,2786.8,67100,5/31/2013 0:00,4,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,553.9,23200,6/30/2013 0:00,24,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,32,34100,6/30/2013 0:00,124,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,2114,21700,6/30/2013 0:00,5,433004,Steelman Midale Beds Pool
SK WI 191161700404W200,1632.1,0,6/30/2013 0:00,1,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,579,22800,7/31/2013 0:00,25,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,30,34600,7/31/2013 0:00,125,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,2010.2,27400,7/31/2013 0:00,6,433004,Steelman Midale Beds Pool
SK WI 191161700404W200,5357.1,35000,7/31/2013 0:00,2,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,580.4,28200,8/31/2013 0:00,26,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,60,34800,8/31/2013 0:00,126,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,1837.1,33500,8/31/2013 0:00,7,433004,Steelman Midale Beds Pool
SK WI 191161700404W200,5069.9,42200,8/31/2013 0:00,3,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,694.7,31400,9/30/2013 0:00,27,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,30,31200,9/30/2013 0:00,127,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,1692.4,37200,9/30/2013 0:00,8,433004,Steelman Midale Beds Pool
SK WI 191161700404W200,2187.6,44500,9/30/2013 0:00,4,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,706.5,63000,10/31/2013 0:00,28,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,32,30700,10/31/2013 0:00,128,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,2152.9,33500,10/31/2013 0:00,9,433004,Steelman Midale Beds Pool
SK WI 191161700404W200,1516.6,1400,10/31/2013 0:00,5,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,603,33100,11/30/2013 0:00,29,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,56,11600,11/30/2013 0:00,129,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,2110.1,79300,11/30/2013 0:00,10,433004,Steelman Midale Beds Pool
SK WI 191161700404W200,1541.2,29700,11/30/2013 0:00,6,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,613.5,38700,12/31/2013 0:00,30,435185,Northgate Frobisher Beds Pool
SK WI 191041400404W200,1594.1,0,12/31/2013 0:00,11,433004,Steelman Midale Beds Pool
SK WI 191130400404W200,870.1,35500,12/31/2013 0:00,1,433004,Steelman Midale Beds Pool
SK WI 191150700104W200,1083.7,0,12/31/2013 0:00,1,433015,Pinto Midale Beds Pool
SK WI 191161700404W200,1019.7,40000,12/31/2013 0:00,7,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,619.1,31200,1/31/2014 0:00,31,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,0,12800,1/31/2014 0:00,130,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,1155.1,0,1/31/2014 0:00,12,433004,Steelman Midale Beds Pool
SK WI 191051400202W200,3421.8,86200,1/31/2014 0:00,1,433042,Midale Beds (Misc)
SK WI 191130400404W200,2417.3,110000,1/31/2014 0:00,2,433004,Steelman Midale Beds Pool
SK WI 191150700104W200,2018.5,0,1/31/2014 0:00,2,433015,Pinto Midale Beds Pool
SK WI 191161700404W200,620.1,49400,1/31/2014 0:00,8,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,613,36500,2/28/2014 0:00,32,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,0,24100,2/28/2014 0:00,131,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,1419.2,12200,2/28/2014 0:00,13,433004,Steelman Midale Beds Pool
SK WI 191041500102W200,3129.3,15800,2/28/2014 0:00,1,433096,Elcott East Midale Beds Pool
SK WI 191051400202W200,3388.9,97800,2/28/2014 0:00,2,433042,Midale Beds (Misc)
SK WI 191130400404W200,3512.4,254800,2/28/2014 0:00,3,433004,Steelman Midale Beds Pool
SK WI 191150700104W200,2126.8,214200,2/28/2014 0:00,3,433015,Pinto Midale Beds Pool
SK WI 191161700404W200,211.1,20600,2/28/2014 0:00,9,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,606.2,35200,3/31/2014 0:00,33,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,62,31200,3/31/2014 0:00,132,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,257.3,83100,3/31/2014 0:00,14,433004,Steelman Midale Beds Pool
SK WI 191041500102W200,3574.6,5000,3/31/2014 0:00,2,433096,Elcott East Midale Beds Pool
SK WI 191051400202W200,2127.9,34300,3/31/2014 0:00,3,433042,Midale Beds (Misc)
SK WI 191112900106W200,3077.8,42400,3/31/2014 0:00,1,433015,Pinto Midale Beds Pool
SK WI 191130400404W200,3635.5,351500,3/31/2014 0:00,4,433004,Steelman Midale Beds Pool
SK WI 191150700104W200,1967.4,426800,3/31/2014 0:00,4,433015,Pinto Midale Beds Pool
SK WI 191161700404W200,495.4,33300,3/31/2014 0:00,10,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,615.2,28000,4/30/2014 0:00,34,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,40,30700,4/30/2014 0:00,133,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,177.4,62000,4/30/2014 0:00,15,433004,Steelman Midale Beds Pool
SK WI 191041500102W200,3977.7,166700,4/30/2014 0:00,3,433096,Elcott East Midale Beds Pool
SK WI 191051400202W200,3850.2,69200,4/30/2014 0:00,4,433042,Midale Beds (Misc)
SK WI 191112900106W200,3949.4,98400,4/30/2014 0:00,2,433015,Pinto Midale Beds Pool
SK WI 191130400404W200,3076.8,399500,4/30/2014 0:00,5,433004,Steelman Midale Beds Pool
SK WI 191150700104W200,1524.5,327700,4/30/2014 0:00,5,433015,Pinto Midale Beds Pool
SK WI 191161700404W200,579.2,54500,4/30/2014 0:00,11,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,685,23200,5/31/2014 0:00,35,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,50.1,32400,5/31/2014 0:00,134,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,85.4,47900,5/31/2014 0:00,16,433004,Steelman Midale Beds Pool
SK WI 191041500102W200,1529.9,69700,5/31/2014 0:00,4,433096,Elcott East Midale Beds Pool
SK WI 191051400202W200,3872.8,178300,5/31/2014 0:00,5,433042,Midale Beds (Misc)
SK WI 191112900106W200,4063.8,166200,5/31/2014 0:00,3,433015,Pinto Midale Beds Pool
SK WI 191130400404W200,2330.7,286000,5/31/2014 0:00,6,433004,Steelman Midale Beds Pool
SK WI 191150700104W200,1346.7,255600,5/31/2014 0:00,6,433015,Pinto Midale Beds Pool
SK WI 191161700404W200,168.9,16100,5/31/2014 0:00,12,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,688.9,67900,6/30/2014 0:00,36,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,50,30400,6/30/2014 0:00,135,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,406.9,82300,6/30/2014 0:00,17,433004,Steelman Midale Beds Pool
SK WI 191041500102W200,3636.5,19500,6/30/2014 0:00,5,433096,Elcott East Midale Beds Pool
SK WI 191051400202W200,3226.7,96300,6/30/2014 0:00,6,433042,Midale Beds (Misc)
SK WI 191112900106W200,3640.5,225800,6/30/2014 0:00,4,433015,Pinto Midale Beds Pool
SK WI 191130400404W200,2900.4,344300,6/30/2014 0:00,7,433004,Steelman Midale Beds Pool
SK WI 191150700104W200,1297.8,306500,6/30/2014 0:00,7,433015,Pinto Midale Beds Pool
SK WI 191161700404W200,716.8,67300,6/30/2014 0:00,13,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,659.8,78800,7/31/2014 0:00,37,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,25,32100,7/31/2014 0:00,136,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,681.7,100800,7/31/2014 0:00,18,433004,Steelman Midale Beds Pool
SK WI 191041500102W200,2837.4,112000,7/31/2014 0:00,6,433096,Elcott East Midale Beds Pool
SK WI 191051400202W200,1748.3,42300,7/31/2014 0:00,7,433042,Midale Beds (Misc)
SK WI 191112900106W200,3739.4,179900,7/31/2014 0:00,5,433015,Pinto Midale Beds Pool
SK WI 191130400404W200,2385.4,72200,7/31/2014 0:00,8,433004,Steelman Midale Beds Pool
SK WI 191150700104W200,1286.6,455800,7/31/2014 0:00,8,433015,Pinto Midale Beds Pool
SK WI 191161700404W200,788.6,78500,7/31/2014 0:00,14,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,458.9,21900,8/31/2014 0:00,38,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,77,29900,8/31/2014 0:00,137,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,457.2,64500,8/31/2014 0:00,19,433004,Steelman Midale Beds Pool
SK WI 191041500102W200,1848.7,70400,8/31/2014 0:00,7,433096,Elcott East Midale Beds Pool
SK WI 191051400202W200,2887.1,77300,8/31/2014 0:00,8,433042,Midale Beds (Misc)
SK WI 191112900106W200,4214.8,234500,8/31/2014 0:00,6,433015,Pinto Midale Beds Pool
SK WI 191130400404W200,2393.9,175600,8/31/2014 0:00,9,433004,Steelman Midale Beds Pool
SK WI 191150700104W200,1267.3,755200,8/31/2014 0:00,9,433015,Pinto Midale Beds Pool
SK WI 191161700404W200,686.4,98900,8/31/2014 0:00,15,433004,Steelman Midale Beds Pool
SK WI 121052000102W202,598.2,25900,9/30/2014 0:00,39,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,26,31100,9/30/2014 0:00,138,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,90.4,59400,9/30/2014 0:00,20,433004,Steelman Midale Beds Pool
SK WI 191041500102W200,1679,132200,9/30/2014 0:00,8,433096,Elcott East Midale Beds Pool
SK WI 191051400202W200,1812.2,35600,9/30/2014 0:00,9,433042,Midale Beds (Misc)
SK WI 191112900106W200,3646.4,190400,9/30/2014 0:00,7,433015,Pinto Midale Beds Pool
SK WI 191130400404W200,2741.7,318500,9/30/2014 0:00,10,433004,Steelman Midale Beds Pool
SK WI 191150700104W200,477.4,385000,9/30/2014 0:00,10,433015,Pinto Midale Beds Pool
SK WI 191161700404W200,794.6,152700,9/30/2014 0:00,16,433004,Steelman Midale Beds Pool
SK WI 192161000203W200,1987.5,17100,9/30/2014 0:00,1,433082,Pinto East Midale Beds Pool
SK WI 121052000102W202,569.3,30000,10/31/2014 0:00,40,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,50,32500,10/31/2014 0:00,139,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,134,64400,10/31/2014 0:00,21,433004,Steelman Midale Beds Pool
SK WI 191041500102W200,1314.3,150800,10/31/2014 0:00,9,433096,Elcott East Midale Beds Pool
SK WI 191051400202W200,2899.6,86000,10/31/2014 0:00,10,433042,Midale Beds (Misc)
SK WI 191112900106W200,3526.9,242200,10/31/2014 0:00,8,433015,Pinto Midale Beds Pool
SK WI 191130400404W200,2094.9,289800,10/31/2014 0:00,11,433004,Steelman Midale Beds Pool
SK WI 191131000103W200,3819.9,159000,10/31/2014 0:00,1,433020,Northgate Midale Beds Pool
SK WI 191150700104W200,518.7,316000,10/31/2014 0:00,11,433015,Pinto Midale Beds Pool
SK WI 191151700104W200,3760.2,596200,10/31/2014 0:00,1,433015,Pinto Midale Beds Pool
SK WI 191161700404W200,812.5,150300,10/31/2014 0:00,17,433004,Steelman Midale Beds Pool
SK WI 192161000203W200,4140.1,62400,10/31/2014 0:00,2,433082,Pinto East Midale Beds Pool
SK WI 121052000102W202,637.7,28600,11/30/2014 0:00,41,435185,Northgate Frobisher Beds Pool
SK WI 131080203429W300,50,30800,11/30/2014 0:00,140,441437,Bakken Sand (Misc Area 2)
SK WI 191041400404W200,107.3,63600,11/30/2014 0:00,22,433004,Steelman Midale Beds Pool
SK WI 191041500102W200,1387.6,144500,11/30/2014 0:00,10,433096,Elcott East Midale Beds Pool
SK WI 191051400202W200,750.1,2600,11/30/2014 0:00,11,433042,Midale Beds (Misc)
SK WI 191112900106W200,3856.7,223100,11/30/2014 0:00,9,433015,Pinto Midale Beds Pool
SK WI 191130400404W200,1557.7,224600,11/30/2014 0:00,12,433004,Steelman Midale Beds Pool
SK WI 191131000103W200,3246.1,179300,11/30/2014 0:00,2,433020,Northgate Midale Beds Pool
